Module,Area_km2,S__number,S__minimum,S__maximum,S__range,S__average,S__stddev,S__varianc,S__varia_1,S__varia_2,S__varia_3,S__varia_4,S__varia_5,S__varia_6,S__varia_7,S__varia_8,S__varia_9,S__varia10,S__varia11,S__varia12,S__varia13,S__varia14,S__varia15,S__varia16,S__varia17,S__varia18,S__varia19,S__varia20,S__varia21,S__varia22,S__varia23,S__varia24,S__varia25,S__varia26,S__varia27,S__varia28,S__varia29,S__varia30,S__varia31,S__varia32,S__varia33,S__varia34,S__varia35,S__varia36,S__varia37,S__varia38,S__varia39,S__varia40,S__varia41,S__varia42,S__varia43,S__varia44,S__varia45,S__varia46,S__varia47,S__varia48,S__varia49,S__varia50,S__varia51,S__varia52,S__varia53,S_count,S_sum,S_mean,S_median,S_stdev,S_min,S_max,S_range,S_minority,S_majority,S_variety,S_variance
"22",77.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86043,10472.4863350878,0.121712240799226,0.0890462829692094,0.0868148708909887,-0.0310852342972053,0.549466160722321,0.580551395019526,-0.0310852342972053,-0.0310852342972053,86043,0.00753682180781904
"21",87.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96667,8996.2797371969,0.0930646418860304,0.0714741926075492,0.0681226721690469,-0.0262588057696113,0.54520324392675,0.571462049696362,-0.0262588057696113,-0.0262588057696113,96667,0.00464069846345144
"2",80.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90005,10535.7633764717,0.117057534320001,0.0822873408307779,0.088405467106336,-0.0472492055585056,0.502739767254836,0.549988972813341,-0.0472492055585056,-0.0472492055585056,90005,0.00781552661428946
"3",148.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165033,15771.3552030625,0.0955648579560602,0.0711571554904612,0.0724548835787052,-0.0266030944568192,0.524967961190425,0.551571055647244,-0.0266030944568192,-0.0266030944568192,165033,0.00524971015440372
"1",153.230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157689,15864.7301497442,0.100607716135838,0.0782144808979239,0.0655774187950985,-0.0260574252567667,0.490768055579428,0.516825480836195,-0.0260574252567667,-0.0260574252567667,157689,0.00430039785582774
"7",135.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150180,15004.8086771847,0.0999121632519953,0.0719327444956734,0.0733516135355217,-0.0848458719411923,0.492479837952903,0.577325709894095,-0.0848458719411923,-0.0848458719411923,150180,0.00538045920826453
"5",124.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138275,13086.9274702193,0.0946442051724409,0.0747190768421979,0.0615893034130022,-0.0369492573081627,0.438076682959142,0.475025940267305,-0.0369492573081627,-0.0369492573081627,138275,0.00379324229489884
"6",76.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85239,9913.62533441194,0.11630386717831,0.0846177229747805,0.0801095448892028,-0.00577811631041945,0.461686111521601,0.467464227832021,-0.00577811631041945,-0.00577811631041945,85239,0.0064175391823552
"4",186.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207433,22817.7582296049,0.110000618173602,0.0771834327700462,0.0830225979634208,-0.0672908289214457,0.499373942729653,0.566664771651099,-0.0672908289214457,-0.0672908289214457,207433,0.00689275177259581
"8",130.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145087,14485.5023204042,0.099840111935626,0.0757731754320243,0.0717777462997895,-0.0382080140508986,0.479586687126335,0.517794701177234,-0.0382080140508986,-0.0382080140508986,145087,0.00515204486387694
"16",216.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240854,23873.9155183481,0.0991219390931774,0.0720215686517695,0.0783727312340609,-0.126442276936701,0.521513657730504,0.647955934667205,-0.126442276936701,-0.126442276936701,240854,0.00614228500108634
"15",212.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236469,22706.7670845337,0.0960242868390092,0.0688709434913496,0.0769535084211934,-0.0776816401139388,0.532268662528737,0.609950302642675,-0.0776816401139388,-0.0776816401139388,236469,0.00592184245833068
"14",113.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125586,10988.5454376099,0.0874981720702143,0.0668787410664851,0.0621605196796619,-0.101431756607915,0.481457189020482,0.582888945628397,-0.101431756607915,-0.101431756607915,125586,0.00386393020684563
9a,97.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108060,15393.281783416,0.142451247301648,0.111015827888264,0.0946852521684946,-0.0167749951445761,0.514516991744572,0.531291986889148,-0.0167749951445761,-0.0167749951445761,108060,0.00896529697821141
9b,106.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118198,16680.5115195838,0.141123466721804,0.108644106386077,0.094914719683248,0.00238911928097688,0.555236442339836,0.552847323058859,0.00238911928097688,0.00238911928097688,118198,0.00900880401254954
"10",182.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202279,23373.8290630198,0.115552425427354,0.0838236854816144,0.0856846866016508,-0.0933934756537742,0.523245467716448,0.616638943370222,-0.0933934756537742,-0.0933934756537742,202279,0.00734186551802312
"11",106.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117876,13191.8608345285,0.111913034328689,0.0777349870767109,0.0927731529328274,-0.0727255242530099,0.524689441933106,0.597414966186115,-0.0727255242530099,-0.0727255242530099,117876,0.00860685790509777
"12",122.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136510,15547.0884931139,0.113889740627894,0.0742515743856222,0.0973273326979975,-0.0368158767321653,0.543894955433911,0.580710832166077,-0.0368158767321653,-0.0368158767321653,136510,0.00947260969010669
"17",146.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163042,18895.4893215631,0.11589338527228,0.0849041626743153,0.0843676285229167,-0.0853153136026952,0.518545237933841,0.603860551536537,-0.0853153136026952,-0.0853153136026952,163042,0.00711789674258087
