Module,Area_km2,S__number,S__minimum,S__maximum,S__range,S__average,S__stddev,S__varianc,S__varia_1,S__varia_2,S__varia_3,S__varia_4,S__varia_5,S__varia_6,S__varia_7,S__varia_8,S__varia_9,S__varia10,S__varia11,S__varia12,S__varia13,S__varia14,S__varia15,S__varia16,S__varia17,S__varia18,S__varia19,S__varia20,S__varia21,S__varia22,S__varia23,S__varia24,S__varia25,S__varia26,S__varia27,S__varia28,S__varia29,S__varia30,S__varia31,S__varia32,S__varia33,S__varia34,S__varia35,S__varia36,S__varia37,S__varia38,S__varia39,S__varia40,S__varia41,S__varia42,S__varia43,S__varia44,S__varia45,S__varia46,S__varia47,S__varia48,S__varia49,S__varia50,S__varia51,S__varia52,S__varia53,S_count,S_sum,S_mean,S_median,S_stdev,S_min,S_max,S_range,S_minority,S_majority,S_variety,S_variance
"22",77.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86043,10755.1970686371,0.124997932064631,0.0890497135887538,0.0962758404713221,-0.0294821800283452,0.536389821787816,0.565872001816161,-0.0294821800283452,-0.0294821800283452,86043,0.00926903745845946
"21",87.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96667,9533.08848485541,0.0986178166784467,0.0770012735438077,0.0662898283857869,-0.0147079659004443,0.560679771975254,0.575387737875698,-0.0147079659004443,-0.0147079659004443,96667,0.00439434134741708
"2",80.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90005,11270.8905272867,0.125225160016518,0.0920761878227907,0.0922120642341106,-0.0180363502011484,0.534064320121966,0.552100670323115,-0.0180363502011484,-0.0180363502011484,90005,0.00850306479031574
"3",148.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165033,14149.440485415,0.0857370373526203,0.0680919651548297,0.0603910184448994,-0.049712822444084,0.51108068096071,0.560793503404794,-0.049712822444084,-0.049712822444084,165033,0.00364707510881218
"1",153.230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157689,15980.6905248822,0.101343090037239,0.0757187524625649,0.0736299781261511,-0.129202149950877,0.51187072631973,0.641072876270607,-0.129202149950877,-0.129202149950877,157689,0.00542137367885749
"7",135.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150180,14307.3073142995,0.0952677274890101,0.0684246835882496,0.0773674560284337,-0.0645879348451151,0.505860763916161,0.570448698761276,-0.0645879348451151,-0.0645879348451151,150180,0.00598572325231162
"5",124.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138275,11090.4460784992,0.0802057210522449,0.0611339715062814,0.058870450107602,-0.0190226659881216,0.492282020496948,0.511304686485069,-0.0190226659881216,-0.0190226659881216,138275,0.00346572989587166
"6",76.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85239,8956.47893496367,0.10507489453142,0.0730031977935206,0.0816244627012531,-0.0743943557779208,0.550393993248466,0.624788349026387,-0.0743943557779208,-0.0743943557779208,85239,0.00666255291126826
"4",186.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207433,21909.147319427,0.105620356064016,0.0752647048844305,0.0837479212613208,-0.0384402933833239,0.512753579670474,0.551193873053798,-0.0384402933833239,-0.0384402933833239,207433,0.00701371431559238
"8",130.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145087,13810.0146232914,0.0951843695389068,0.0738878668867589,0.0716725259296739,-0.0662512116416412,0.531842347271043,0.598093558912685,-0.0662512116416412,-0.0662512116416412,145087,0.00513695097313977
