Module,Area_km2,S__number,S__minimum,S__maximum,S__range,S__average,S__stddev,S__varianc,S__varia_1,S__varia_2,S__varia_3,S__varia_4,S__varia_5,S__varia_6,S__varia_7,S__varia_8,S__varia_9,S__varia10,S__varia11,S__varia12,S__varia13,S__varia14,S__varia15,S__varia16,S__varia17,S__varia18,S__varia19,S__varia20,S__varia21,S__varia22,S__varia23,S__varia24,S__varia25,S__varia26,S__varia27,S__varia28,S__varia29,S__varia30,S__varia31,S__varia32,S__varia33,S__varia34,S__varia35,S__varia36,S__varia37,S__varia38,S__varia39,S__varia40,S__varia41,S__varia42,S__varia43,S__varia44,S__varia45,S__varia46,S__varia47,S__varia48,S__varia49,S__varia50,S__varia51,S__varia52,S__varia53,S_count,S_sum,S_mean,S_median,S_stdev,S_min,S_max,S_range,S_minority,S_majority,S_variety,S_variance
"22",77.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86043,10650.0048292781,0.123775377767838,0.0862553231467714,0.0938274742819137,-0.0548924400496326,0.518519558220982,0.573411998270615,-0.0548924400496326,-0.0548924400496326,86043,0.00880359493012318
"21",87.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96667,9604.3868024682,0.0993553829380057,0.0810819021564258,0.0662263587004825,-0.0167098226759227,0.521125466878719,0.537835289554642,-0.0167098226759227,-0.0167098226759227,96667,0.00438593058672498
"2",80.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90005,11928.6436688639,0.132533122258362,0.0956756692928471,0.0997988844891272,-0.022037422235438,0.548392641211214,0.570430063446652,-0.022037422235438,-0.022037422235438,90005,0.00995981734527416
"3",148.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165033,18747.0276311979,0.113595630153957,0.0820864018151482,0.0861877291153608,-0.0125293878807342,0.576510814124026,0.58904020200476,-0.0125293878807342,-0.0125293878807342,165033,0.00742832465006282
"1",153.230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157689,18692.5121866203,0.118540368615568,0.0844103405712064,0.0857756412834483,-0.110948972167423,0.50311484210206,0.614063814269482,-0.110948972167423,-0.110948972167423,157689,0.00735746063758681
"7",135.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150180,17122.4304389952,0.114012720994775,0.0746847074470736,0.089731537464932,-0.0783946885024834,0.51879917578096,0.597193864283443,-0.0783946885024834,-0.0783946885024834,150180,0.0080517488158205
"5",124.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138275,14883.3147916749,0.107635615922437,0.0727390023100181,0.0816671043660691,-0.0398383887643604,0.493717716916521,0.533556105680882,-0.0398383887643604,-0.0398383887643604,138275,0.00666951593553842
"6",76.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85239,10696.9330490814,0.125493413215563,0.0855207989284395,0.0961344212021282,-0.0391765060662011,0.508652924014947,0.547829430081148,-0.0391765060662011,-0.0391765060662011,85239,0.00924182693986819
"4",186.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207433,25668.302131982,0.12374261632422,0.0833412323220577,0.0970253787390804,-0.100828667376508,0.523712410366018,0.624541077742527,-0.100828667376508,-0.100828667376508,207433,0.00941392411946199
"8",130.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145087,16512.2817853115,0.113809519704119,0.0846612275825338,0.0830424871445227,-0.0341415576214825,0.549964337740555,0.584105895362038,-0.0341415576214825,-0.0341415576214825,145087,0.00689605467114821
"16",216.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240854,24121.1235210149,0.100148320231405,0.0719217644028233,0.0799618433749906,-0.126460658504651,0.540305011571722,0.666765670076373,-0.126460658504651,-0.126460658504651,240854,0.00639389639592653
"15",212.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236469,23472.7134485372,0.0992633852578443,0.0714097193995542,0.0774732476426872,-0.0779396634769174,0.504937276056576,0.582876939533494,-0.0779396634769174,-0.0779396634769174,236469,0.00600210410030513
"14",113.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125586,12329.985249591,0.0981796159571211,0.0729943223196588,0.0710517334133478,-0.0533863521676464,0.495782986408833,0.549169338576479,-0.0533863521676464,-0.0533863521676464,125586,0.00504834882104145
