Module,Area_km2,S__number,S__minimum,S__maximum,S__range,S__average,S__stddev,S__varianc,S__varia_1,S__varia_2,S__varia_3,S__varia_4,S__varia_5,S__varia_6,S__varia_7,S__varia_8,S__varia_9,S__varia10,S__varia11,S__varia12,S__varia13,S__varia14,S__varia15,S__varia16,S__varia17,S__varia18,S__varia19,S__varia20,S__varia21,S__varia22,S__varia23,S__varia24,S__varia25,S__varia26,S__varia27,S__varia28,S__varia29,S__varia30,S__varia31,S__varia32,S__varia33,S__varia34,S__varia35,S__varia36,S__varia37,S__varia38,S__varia39,S__varia40,S__varia41,S__varia42,S__varia43,S__varia44,S__varia45,S__varia46,S__varia47,S__varia48,S__varia49,S__varia50,S__varia51,S__varia52,S__varia53,S_count,S_sum,S_mean,S_median,S_stdev,S_min,S_max,S_range,S_minority,S_majority,S_variety,S_variance
"22",77.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86043,12679.9593188245,0.147367703576404,0.125064114886574,0.085596443406107,0.00422789244437045,0.53560579155728,0.53137789911291,0.00422789244437045,0.00422789244437045,86043,0.00732675112377488
"21",87.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96667,13577.8706172003,0.140460246177085,0.12200746753084,0.0717895012944025,-0.0187359296244373,0.519124508769694,0.537860438394131,-0.0187359296244373,-0.0187359296244373,96667,0.00515373249609902
"2",80.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90005,13701.254012415,0.152227698599134,0.120849579492338,0.0900864701880389,-0.0265841071005483,0.528578327018487,0.555162434119035,-0.0265841071005483,-0.0265841071005483,90005,0.00811557211094043
"3",148.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165033,19092.0310924204,0.115686142119579,0.109922476548782,0.0499559148736582,0.0136112293481994,0.515121213927967,0.501509984579768,0.0136112293481994,0.0136112293481994,165033,0.00249559343086419
"1",153.230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157689,21765.7924743777,0.138029871927513,0.115136927271675,0.0807100057005926,-0.179577214957544,0.534858049422038,0.714435264379582,-0.179577214957544,-0.179577214957544,157689,0.0065141050201897
"7",135.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150180,23583.5687583977,0.157035349303487,0.12750161861085,0.0877778586010421,-0.0153717589900769,0.53311788934445,0.548489648334527,-0.0153717589900769,-0.0153717589900769,150180,0.00770495246058454
"5",124.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138275,22699.5776297304,0.164162557437934,0.132425150612115,0.0833798875057711,-0.0369000916323763,0.584278140560147,0.621178232192523,-0.0369000916323763,-0.0369000916323763,138275,0.00695220564047505
"6",76.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85239,14389.525204985,0.168813866950398,0.13378475071273,0.0885026055643852,-0.0318424048126859,0.543769568485791,0.575611973298476,-0.0318424048126859,-0.0318424048126859,85239,0.00783271119168515
"4",186.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207433,32601.2746240982,0.157165323859261,0.127192919087862,0.0914043059860682,-0.0360440268184413,0.542448988715845,0.578493015534286,-0.0360440268184413,-0.0360440268184413,207433,0.00835474715279479
"8",130.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145087,19910.2598938876,0.137229799319633,0.120091207278381,0.069321206230042,-0.00987337156533563,0.529234927142116,0.539108298707451,-0.00987337156533563,-0.00987337156533563,145087,0.00480542963318802
